,business_id,name,city,state,categories
11739,tK9HQkreX2_BSUGPhdtpwQ,KFC,Tampa,FL,"Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11740,tfcJMX1JKnew9YNrjLXCFg,KFC,Clearwater,FL,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11741,GPyMBe24Y9peHZg8FGTFIg,KFC,Indianapolis,IN,"Chicken Wings, Fast Food, Chicken Shop, Restaurants"
11742,hla4_4VGc8DKH87klRrCgg,KFC,Florissant,MO,"Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11743,HgjHiBZtYXgpsBhEITn-EA,KFC,Philadelphia,PA,"Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11744,oQhZez4nAwXH0kutnpULfg,KFC,Cherry Hill,NJ,"Fast Food, Chicken Wings, Chicken Shop, Restaurants"
11745,9aTiHeFSRH-7KPbfREe_Dg,KFC,Alton,IL,"Chicken Shop, Fast Food, Chicken Wings, Restaurants"
11746,sDbsELyAdRlpAs8vpQeKWQ,KFC,Land O' Lakes,FL,"Chicken Wings, Restaurants, Fast Food, Chicken Shop"
11747,gmpCxO99gKQ9z3E_XY_YbQ,KFC,White House,TN,"Fast Food, Restaurants, Chicken Wings, Chicken Shop"
11748,uDsr1guHz4G8fBvrZHpoPA,KFC,Clifton Heights,PA,"Fast Food, Restaurants, Chicken Wings, Chicken Shop"
11749,kUUMG5rd9LiEiPQYbho1sQ,KFC,Saint Louis,MO,"Chicken Wings, Chicken Shop, Fast Food, Restaurants"
11750,wyOuslgDpHmC9NWQghjVfA,KFC,Clearwater,FL,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11751,-jo0DZIkxfXuvcWxJP5VeA,KFC,Greenwood,IN,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11752,Sh9_RIUFGWkFjud18WZZ9Q,KFC,Indianapolis,IN,"Fast Food, Chicken Wings, Restaurants, Chicken Shop"
11753,olAAc-NmImGs99cek6Qz4Q,KFC,Chalmette,LA,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11754,cLY7TxgdJCiGrD2C8DMEew,KFC,Pinellas Park,FL,"Restaurants, Chicken Shop, Chicken Wings, Fast Food"
11755,U_x9aC9UabioGjJb9suzgQ,KFC,Ashland City,TN,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11756,U-kML54GWSfd_ZF9sRcZYQ,KFC,Indianapolis,IN,"Chicken Wings, Chicken Shop, Fast Food, Restaurants"
11757,M2o8h0H8hkaNwf1F68qVWA,KFC,Springfield,PA,"Chicken Wings, Chicken Shop, Restaurants, Mexican, Fast Food"
11758,xnsLenyQ2y_fG4mqr6lFWQ,KFC,Tampa,FL,"Chicken Wings, Fast Food, Chicken Shop, Restaurants"
11759,HwwE4hmSap9_ia_k3_WHug,KFC,Holiday,FL,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11760,gtWWfctKwRiYyzfg2kIzxQ,KFC,Saint Petersburg,FL,"Fast Food, Chicken Shop, Chicken Wings, Restaurants"
11761,V3YH4QI_OQmUgduumtGyfg,KFC,Pleasant View,TN,"Chicken Shop, Restaurants, Fast Food, Chicken Wings"
11762,zWnIqm5LrKXZQY0VfbZXhg,KFC,Tucson,AZ,"Chicken Shop, Restaurants, Fast Food, Chicken Wings"
11763,kUGCN3rRrMaoIqjQ3K-9pw,KFC,Wyncote,PA,"Chicken Shop, Restaurants, Chicken Wings, Fast Food"
11764,iaW0dgrW_Y5-FSTV8axNOA,KFC,Indianapolis,IN,"Chicken Wings, Fast Food, Chicken Shop, Restaurants"
11765,uz3bn1LnXUGPteDoHYhcRQ,KFC,Tampa,FL,"Chicken Shop, Restaurants, Fast Food, Chicken Wings"
11766,5Ynl2kbPc53lnA4XPwnlyQ,KFC,Philadelphia,PA,"Chicken Shop, Food, Restaurants, Chicken Wings, Fast Food"
11767,wMGbmWAqIcsM-MqAJjcehA,KFC,Avon,IN,"Restaurants, Chicken Shop, Chicken Wings, Fast Food"
11768,8TjF-pYv81hiF-zS41gtWg,KFC,Speedway,IN,"Chicken Shop, Fast Food, Chicken Wings, Restaurants"
11769,W55GtTcl8tv564IZ1tk8vw,KFC,Tucson,AZ,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11770,dHL63txs2cre24ZlQInQTw,KFC,Collinsville,IL,"Fast Food, Chicken Wings, American (New), Restaurants, Chicken Shop"
11771,pjTaBQJ03T5TdmMi6ph4gw,KFC,Glen Carbon,IL,"Chicken Shop, Chicken Wings, Fast Food, Restaurants"
11772,ZJprZ8gTOxXnkGRyU2iQbg,KFC,Reno,NV,"Comfort Food, Chicken Wings, Restaurants, Fast Food, Chicken Shop"
11773,7Gr95uIPXh8VBjZFBPa3vg,KFC,Harvey,LA,"Restaurants, Fast Food, Chicken Shop, Chicken Wings"
11774,C5abnsj4k1h4n0X7sxkmJQ,KFC,Largo,FL,"Restaurants, Chicken Shop, Chicken Wings, Fast Food"
11775,RPf6pe_g6mkYDD6yP95rHA,KFC,Sparks,NV,"Restaurants, Chicken Wings, Chicken Shop, Fast Food"
11776,XpDuMc3nPirq9Gb8MQihgQ,KFC,Tampa,FL,"Chicken Wings, Restaurants, Chicken Shop, Fast Food"
11777,Bt0Hz5LfGhwz1dK6MwcRUQ,KFC,Philadelphia,PA,"Chicken Wings, Restaurants, Chicken Shop, Fast Food"
11778,X9R0NTHRMEcXngpLmor4uw,KFC,Riverview,FL,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11779,uH2p7qPdU4wUHyP2vxVNZg,KFC,Philadelphia,PA,"Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11780,H8Lx83SES76W-RsaGTIK5g,KFC,Indianapolis,IN,"Chicken Wings, Fast Food, American (New), Chicken Shop, Restaurants"
11781,wCjLerASOSwDuMSOf61o-A,KFC,Trenton,NJ,"Fast Food, Restaurants, Caterers, Chicken Shop, Chicken Wings, Event Planning & Services"
11782,S-MYoclkaYuVXlmuN60qEg,KFC,Indianapolis,IN,"Chicken Shop, Restaurants, Chicken Wings, Fast Food"
11783,4GEYFqAia0tCjkm2qwRVjg,KFC,Gallatin,TN,"Restaurants, Fast Food, Chicken Shop, Chicken Wings"
11784,yFqq66GxRjnhZXPgjA6hnw,KFC,Philadelphia,PA,"Restaurants, Chicken Shop, Fast Food, Chicken Wings"
11785,N192346_vzNx5HHh2Ob12Q,KFC,Carmel,IN,"Fast Food, Chicken Wings, Chicken Shop, Food, Restaurants"
11786,1MDbfMLDJmapYF8xALXIxQ,KFC,Fenton,MO,"Restaurants, Chicken Wings, American (Traditional), Fast Food, Chicken Shop"
11787,DHIQavqEz5aHjsf95EeoNA,KFC,Burlington,NJ,"Chicken Shop, Chicken Wings, Fast Food, Restaurants"
11788,XQjnh-n0o11MhApzCfRPxg,KFC,Philadelphia,PA,"Fast Food, Chicken Wings, Restaurants, Chicken Shop"
11789,IzLC3D1KEVQqATiI1foY7A,KFC,Saint Petersburg,FL,"Restaurants, Chicken Wings, Chicken Shop, Fast Food"
11790,z5TXv-fGiTV-0zyCbDBg3A,KFC,Plainfield,IN,"Fast Food, Chicken Wings, Chicken Shop, Restaurants"
11791,Y2Uw5OJBU3DdBUZurDrUpw,KFC,Williamstown,NJ,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11792,caMiK8Cu3BqixHSGzhJbEg,KFC,Saint Louis,MO,"Chicken Wings, Restaurants, Chicken Shop, Fast Food"
11793,ZRt958yOwhl8vFVO56vMxg,KFC,Boise,ID,"Chicken Wings, Restaurants, Chicken Shop, Fast Food"
11794,O00tp5KyzMPqnvjRLhGSKA,KFC,Brandon,FL,"Fast Food, Restaurants, Chicken Shop, Chicken Wings, Burgers"
11795,aFLM_Vow8OMcMK3NJWJ8pQ,KFC,Philadelphia,PA,"Chicken Wings, Restaurants, Fast Food, Chicken Shop"
11796,O8wgk23gex2Dwktm1gd_Lg,KFC,Belleville,IL,"Fast Food, Chicken Shop, Chicken Wings, Restaurants"
11797,5stXlc2HM9A-Sk5wfngNUg,KFC,Nashville,TN,"Chicken Shop, Chicken Wings, Restaurants, Caterers, Event Planning & Services, Fast Food"
11798,Ty4hSF1jublRFJrN_Wutwg,KFC,Indianapolis,IN,"Restaurants, Chicken Wings, Chicken Shop, Fast Food"
11799,_Y6BtWLCjX-PuqoRLRg7qg,KFC,Tampa,FL,"Chicken Wings, Restaurants, Fast Food, Chicken Shop"
11800,0A_TxKByQxEbQNr_0tpHbw,KFC,Willingboro,NJ,"Chicken Shop, Chicken Wings, Fast Food, Restaurants"
11801,PbMrgxJDW_3hVXUFg7U95w,KFC,Tampa,FL,"Fast Food, Restaurants, Chicken Shop, Chicken Wings"
11802,gXUZQGXN0Qnj0RY1HlVEFQ,KFC,Tucson,AZ,"Fast Food, Chicken Wings, Restaurants, Chicken Shop"
11803,fIyOuyJKeUlYgOUiG_8jfg,KFC,Pine Hill,NJ,"Fast Food, Chicken Shop, Chicken Wings, Restaurants"
11804,4ClAlLgWb2h1s1DV5tzp0Q,KFC,La Vergne,TN,"Restaurants, Chicken Wings, Caterers, Chicken Shop, Event Planning & Services, Fast Food"
11805,qV27nJejxQY5BMv0l-2Gxw,KFC,Edmonton,AB,"Chicken Wings, Fast Food, American (Traditional), Restaurants, Chicken Shop"
11806,TKaM2UgBZ0kHUmBaDg-25Q,KFC,New Orleans,LA,"Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11807,Tj9FmBCHd84kjAE9vcoBnw,KFC,Edmonton,AB,"American (Traditional), Fast Food, Restaurants, Chicken Wings, Chicken Shop"
11808,58ymukT9f64180fKzQIfew,KFC,Indianapolis,IN,"Fast Food, Chicken Shop, Chicken Wings, Restaurants"
11809,LIWVmAbYIYiou-rr_-PfWA,KFC,Philadelphia,PA,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11810,Vohoumdv4RY0F0mQZNAq2Q,KFC,Antioch,TN,"Chicken Wings, Fast Food, Chicken Shop, Restaurants"
11811,io1zE4Tj2c0a6YKw2zXKkg,KFC,Nashville,TN,"Restaurants, Chicken Shop, Fast Food, Chicken Wings, Caterers, Event Planning & Services"
11812,1GXjWFdmK-Sb9FfliaOzCA,KFC,Nashville,TN,"Chicken Shop, Restaurants, Fast Food, Chicken Wings"
11813,_2tFRpBYAZPDvktMw6sh0g,KFC,Edmonton,AB,"Fast Food, Restaurants, Chicken Shop, Chicken Wings, American (Traditional)"
11814,EBkn2pPjEexIjKZoD4H3OQ,KFC,Ruskin,FL,"American (Traditional), Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11815,VzFmt8MyzuP482X6ITJIlQ,KFC,Maple Shade,NJ,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11816,zqdwAXPPIu3pRo0kHA6tVQ,KFC,Tampa,FL,"Chicken Shop, Chicken Wings, Restaurants, Fast Food"
11817,TGiTwNYy3ZvOoHTT7ZHpgg,KFC,Nashville,TN,"Restaurants, Chicken Shop, Fast Food, Chicken Wings"
11818,2Z_ieKzYIIxt6iB3lgPnJQ,KFC,Edmonton,AB,"Chicken Wings, Chicken Shop, American (Traditional), Fast Food, Restaurants"
11819,tjI3p27hkAYYhelmHF5AXQ,KFC,Tucson,AZ,"Chicken Wings, Chicken Shop, Fast Food, Restaurants"
11820,7uS3AAV7Scm1Uuv2dfqc4Q,KFC,Edmonton,AB,"Restaurants, Food, Chicken Shop, Chicken Wings, American (Traditional), Fast Food"
11821,NDD0xU8R5RuVagp1y6Y1XA,KFC,Brooklawn,NJ,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11822,N9L1B3TD57wyDl7f3Awlcg,KFC,Claymont,DE,"Chicken Shop, Chicken Wings, Fast Food, Restaurants"
11823,vjRW-bH1wQKEIL7tbn83uw,KFC,Edmonton,AB,"Restaurants, Chicken Wings, Chicken Shop, Fast Food, American (Traditional)"
11824,uI8-q_D1pADZy8g1R1UP6Q,KFC,Philadelphia,PA,"Chicken Wings, Restaurants, Chicken Shop, Fast Food"
11825,Tt5B90zXup6DdmN73x5opg,KFC,Philadelphia,PA,"Fast Food, Chicken Shop, Chicken Wings, Restaurants"
11826,8fDnwFP_r6ZJEs7wKiyhDA,KFC,Hermitage,TN,"Fast Food, Chicken Wings, Chicken Shop, Restaurants"
11827,n3aRbMiFeLS-UKqiw-Xtnw,KFC,O Fallon,IL,"Fast Food, Chicken Shop, Chicken Wings, Restaurants"
11828,pUXIs65_VPHhu2eeBh3ZBw,KFC,Philadelphia,PA,"Fast Food, Chicken Shop, Restaurants, Chicken Wings"
11829,ZN_3BYWNWJF3Hb81Vs82dQ,KFC,Philadelphia,PA,"Fast Food, Chicken Wings, Chicken Shop, Restaurants"
11830,Lkkhtz6wWm2XSz1pysoJQg,KFC,Manchester,MO,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11833,OWBaCrkOf6ezjf4OA_Q5vQ,KJ's American Grille,Meridian,ID,"Seafood, Salad, Breakfast & Brunch, Restaurants"
11836,as2xl3gOTTs60-mNLN3iWQ,KO:SIN KI Buffet,Tucson,AZ,"Buffets, Restaurants"
11841,MFxRPt8-B2xTYmon3s84kg,KRĒM,Reno,NV,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
11845,qgott66PgfZhxt9fpstGiA,Kabob House,Boise,ID,"Mediterranean, Restaurants, Afghan, Indian, Middle Eastern"
11858,6EKawoqscJ0IYNjtfpd0_w,Kabul Express STL,St. Louis,MO,"Afghan, Indian, Restaurants, Fast Food, Greek, Halal"
11866,tARR9jhv5gi9TjsfSVmjmw,Kaffe Crepe,Reno,NV,"Food, Restaurants, Cafes, Creperies, Coffee & Tea"
11867,odLn6EJ6zceAy7ESGSNVWQ,Kaffeina Coffee,New Port Richey,FL,"Coffee & Tea, Food, Restaurants, Sandwiches, Breakfast & Brunch"
11881,uKSePOaOftBQpu7bJBtrZA,Kais,New Orleans,LA,"Restaurants, Japanese, Live/Raw Food"
11892,qck6waU6WlXBesRKmtsWfg,Kaldi's Coffee Roasting Company,Clayton,MO,"Desserts, Restaurants, Food, Vegan, Vegetarian, Coffee & Tea"
11899,TJops8nRvZEbFnSQrTr3HQ,Kam Buffet,Trenton,NJ,"Chinese, Buffets, Restaurants"
11903,7zyVq3zEJMkkqHkdMXEVWg,Kami,Edmonton,AB,"Japanese, Restaurants"
11904,DI4OK-UVHZqCwpCE8jX2ow,Kaminski's Bar & Grill,Cherry Hill,NJ,"Breakfast & Brunch, Dance Clubs, American (Traditional), Bars, Salad, Sports Bars, Nightlife, Restaurants, Sandwiches"
11911,eR5dxMBiFXqQbv8Kego3FA,Kanak Attack,Meridian,ID,"Food Trucks, Food, Event Planning & Services, Hawaiian, Caterers, Restaurants"
11933,GvPbGsVTR3gQ0KWH-3Z9Zw,Karen Thai Street Food,Indianapolis,IN,"Thai, Restaurants"
11951,j7ncqwcEZiJAACnMrUlrLg,Katana Japanese Express,Riverview,FL,"Teppanyaki, Salad, Japanese, Restaurants, Sushi Bars"
11972,khyNoayDgjznSXxxBCh4rA,Kawaii Tori Sushi,Yardley,PA,"Sushi Bars, Restaurants"
11983,cmSiadc0QpbrR-1LRtLjWg,Kazu's Sushi,New Port Richey,FL,"Restaurants, Japanese, Sushi Bars"
11984,VBONwHcqkxYTHfxmdKGhkw,Keating's Rope & Anchor,Philadelphia,PA,"Seafood, Bars, Nightlife, American (Traditional), Restaurants"
11995,KBetoimeYM9pN4KFWvL1KA,Keep It Shrimple,Blackwood,NJ,"Restaurants, Seafood"
12002,JADQDpcodW6kyp4YXWwqDw,Keith's Seafood,Chalmette,LA,"Seafood Markets, Food, Seafood, Specialty Food, Restaurants, Cajun/Creole"
12003,ZEoct1bFEAwgE9NDFGZ7kA,Keller Market,Philadelphia,PA,"Grocery, Restaurants, Food, Sandwiches"
12027,zg4588GEITXRW9teNc4RXw,Kenny's Korner Restaurant,Redington Shores,FL,"Breakfast & Brunch, Diners, American (Traditional), Restaurants"
12038,YjUWPpI6HXG530lwP-fb2A,Kettle Restaurant,Tucson,AZ,"Restaurants, Breakfast & Brunch"
12044,r-776l-hZC4Vngbgn8KLQA,Key's Food Store,New Orleans,LA,"Local Services, Grocery, Soul Food, Restaurants, Electronics Repair, Food"
12061,_tQq9qfIkZOOwzySEZZNxg,Khmer Grill,Philadelphia,PA,"Food Stands, Barbeque, Restaurants, Chicken Wings"
12065,UQ9zn4jcjkTDOw0OwIOaxQ,Kibrom's Restaurant,Boise,ID,"Restaurants, African, Vegan, Ethiopian"
12096,Mpg7OV2ioyMZMD1FGiR3hA,Kimbro's Pickin Parlor,Franklin,TN,"American (Traditional), Nightlife, Restaurants, Music Venues, Arts & Entertainment"
12098,PjN2N80xtElpy-Zbk2biLw,Kimchi Guys - Laclede's Landing,St Louis,MO,"Restaurants, Sandwiches, Korean, Asian Fusion, Chicken Shop, Chicken Wings, Barbeque"
12107,EraeMUpUvtGo2LL9-qe7lw,Kin's Restaurant,Indianapolis,IN,"Chinese, Restaurants"
12113,bmz7gDuJCwEd7nppmb7pjA,King Burrito,Saint Louis,MO,"Restaurants, Cafes, Mexican, Breakfast & Brunch"
12118,yBx3bRX8aUtv9CYG1H5gWg,King Dragon,Indianapolis,IN,"Chinese, Restaurants"
12122,epemZhgcKNa8X2kKUpEFow,King Food Restaurant,Philadelphia,PA,"Restaurants, Soup, Chicken Shop, Chinese"
12134,KdpO0R08ZAMECYtLpJURpQ,King Of Soul Cafe,Ferguson,MO,"Restaurants, Soul Food"
12136,kAbNkppZFbfNyDE3lHRgww,King Reno Tacos,Sparks,NV,"Restaurants, Event Planning & Services, Mexican, Personal Chefs, Food Trucks, Food Stands, Food, Caterers, Street Vendors"
12142,J9Bc1bZuxGo2VtAo-txgRA,King State,Tampa,FL,"Coffee & Tea, Restaurants, Food, Bars, Nightlife, American (New), Beer Bar, Coffee Roasteries"
12145,J17eQxAP2TwBmUPxd36VXA,King Wok,Indianapolis,IN,"Japanese, Vietnamese, Restaurants, Chinese"
12153,E6XroNxiqhu5lTBRNyd69g,King's Corner,Jenkintown,PA,"Nightlife, Restaurants, American (Traditional), British, Food, Bars, Pubs"
12166,dhKHcuHvwgB5qAAYencsFw,Kings Garden Noodle House,Edmonton,AB,"Restaurants, Noodles"
12171,d05qPj5XWr--rBgxZRS65w,Kings Seafood & Pasta,POTTSTOWN,PA,"Restaurants, Seafood"
12180,JShS0H2Fh9PJOvPgIti4Og,Kinsmen Leisure Centre,Sherwood Park,AB,"Recreation Centers, Swimming Pools, Breakfast & Brunch, Restaurants, Leisure Centers, Active Life"
12191,PNNfQacKROs530x6PnZG6Q,Kitchen 4am,St. Louis,MO,"Restaurants, Comfort Food"
12193,E_y2_EhFUdnJERiVUOlkig,Kitchen 95,Overland,MO,"Restaurants, Asian Fusion, Noodles, Soup"
12197,4tgm6KADoZz_hbukxqK7sA,Kitchen Gia,Philadelphia,PA,"Sandwiches, Coffee & Tea, Restaurants, Salad, Italian, Food"
12215,7RGlWg6UzTsfEfH4ITdCOQ,Knockout BBQ,St. Louis,MO,"Barbeque, Restaurants"
12226,mMPvgBgqON8pia_4AgGTUw,Kobe Japanese Steakhouse - Tampa,Tampa,FL,"Sushi Bars, Restaurants, Steakhouses, Japanese"
12227,QYPornWtiB1k0xS3Fm-jwA,Kobe Steak House of Japan,Saint Louis,MO,"Japanese, Restaurants, Nightlife, Bars, Steakhouses, Cocktail Bars"
12238,HN2HqjQ2R2C5bCq0iu3ooA,Koi's Japanese Hibachi and Sushi,Gallatin,TN,"Japanese, Restaurants, Sushi Bars"
12242,TqSSwvn8IJhwxjiEdTEcvQ,Kokomos Bar & Grille,Clearwater Beach,FL,"Nightlife, Restaurants, American (Traditional), Bars"
12254,T-0uCqGf3uWHrIUkO_dODw,Kookie Krums,Dunedin,FL,"Bakeries, Flowers & Gifts, Food, Florists, Shopping, Restaurants"
12283,sEyr0I4wV0T4D7fIkpHM8A,Kowloon Chinese Restaurant,Lansdale,PA,"Restaurants, Chinese, Noodles, Soup, Dim Sum, Szechuan, Asian Fusion"
12315,WdS2zyg6lJNeTLMIvkmWAQ,Kumo Sushi & Asian Bistro,Collegeville,PA,"Restaurants, Sushi Bars, Asian Fusion, Japanese"
12322,7HeI_lONqLfpmqXtWKWtCA,Kurry Kebab,Edmonton,AB,"Indian, Restaurants, Kebab"
12328,ymy2ykGH2kjcPIitZQkkUg,Kurry Xpress,Tampa,FL,"Vegetarian, Pakistani, Indian, Restaurants, Halal"
12329,8bDsHNKOrjJEyOFNDidV8Q,Kusina Philly,Philadelphia,PA,"Food, Desserts, Filipino, Restaurants"
12333,tc6jKQiRjFO2M7BylwHVrg,Kwok's Bistro,Reno,NV,"Noodles, Restaurants, Chinese, Asian Fusion"
12338,HQYCwGVhgp2sahAATJbnFA,Kyoto Japan,Philadelphia,PA,"Sushi Bars, Restaurants, Japanese"
12359,eM2TSSKALQTML8vNU7fVzA,L'oven Pizza,Dunedin,FL,"Pizza, Restaurants, Sandwiches, Chicken Wings"
12371,5jXiZ23pb-xf457uNM2yZg,LJ Thai Sushi,Nashville,TN,"Thai, Sushi Bars, Restaurants"
12395,hWkB4zFBRiDJDxfVOjhRDg,La Bella Pizzeria & Ristorante Italiano,Medford,NJ,"Sandwiches, Food Delivery Services, Restaurants, Food, Gluten-Free, Italian, Pizza"
12398,r4UQR04jeItTcEIr4K7crw,La Belle Vie Cafe,Saint Charles,MO,"Restaurants, Cafes, Food, Coffee & Tea, Sandwiches, Breakfast & Brunch"
12400,ji6tv8WRNuYF3BAEKAhecA,La Blanca Nieves,Indianapolis,IN,"Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants"
12403,wMWRpzjKgwIef2yJ41RCGw,La Bonne Bouchee,Saint Louis,MO,"Bakeries, Food, Breakfast & Brunch, Custom Cakes, French, Restaurants, Desserts"
12407,_iDDqhphfpvrDxKjFa9Ofw,La Boulangerie,New Orleans,LA,"Bakeries, Sandwiches, Food, Restaurants"
12409,XUEP6erHkEWyGzR0j0rrvw,La Brea Bakery,Reno,NV,"Restaurants, Food, Breakfast & Brunch, Sandwiches, Bakeries, Coffee & Tea"
12410,uttovmgZMrYTv-lW859tjg,La Brea Bakery,Reno,NV,"Breakfast & Brunch, Coffee & Tea, Restaurants, Food, Bakeries, Sandwiches"
12419,fpsVGXS0s8KA9H_9N-p-0w,La Calenita Bakery Cafe,Philadelphia,PA,"Specialty Food, Restaurants, Ethnic Food, Bakeries, Breakfast & Brunch, Latin American, Colombian, Food"
12420,dYicZfoQApq5y0vO6FbLtw,La Campagnola,Shamong,NJ,"Caterers, Steakhouses, Italian, Seafood, Restaurants, Event Planning & Services"
12424,1CtbqEAXpI4AXvRrqa_eeA,La Caridad Bakery,Tampa,FL,"Bakeries, Food, Cuban, Restaurants"
12432,JiLdxFx_nY5HoQNJbMSh4Q,La Casa Del Mofongo,Philadelphia,PA,"Restaurants, Breakfast & Brunch, Latin American, Soup, Caribbean, Food, Juice Bars & Smoothies, Sandwiches"
12434,Pjl_bLDq0GTeQpQdJCF3gQ,La Casa Del Sandwich,Philadelphia,PA,"Sandwiches, Restaurants"
12435,Dbgv4FjJ89mkhRz9fefBpw,La Casa Della Pasta,Tampa,FL,"Restaurants, Beer Bar, Bars, Nightlife, Diners, Food, Desserts, Italian"
12442,aFT4pXEwhw6z5jrFiAB9YQ,La Casona Mexican Restaurant,High Ridge,MO,"Restaurants, Mexican"
12457,AXp_lasFH0Nbnz6-BMiUIA,La Choza,Croydon,PA,"Latin American, Restaurants, Event Planning & Services, Venues & Event Spaces"
12503,59MEnlgqB-1q1R2h4XyuMw,La Fiesta Restaurant,Gretna,LA,"Restaurants, Spanish, Basque, American (New), Mexican, Breakfast & Brunch"
12505,Pkeen6G8FdgFyyE6VpZKoA,La Fonda Mexican Restaurant & Bar,Reno,NV,"Restaurants, Mexican, Lounges, Bars, Nightlife, Sushi Bars"
12506,qBHwXD1OiUnI9q7HaBOPHQ,La Fondita Express,Nashville,TN,"Food Stands, Mexican, Food Trucks, Restaurants, Food"
12516,rl-3sALujU36QSHgYksKPA,La Gloria Colombian Restaurant - Pinellas Park,Pinellas Park,FL,"Mexican, Restaurants, Colombian, Tacos, Latin American"
12534,zeG4Jb_ORGiqnGmcww_a4w,La Llorona Cantina,Philadelphia,PA,"Restaurants, Mexican, Nightlife, Breakfast & Brunch, Cocktail Bars, Bars"
12540,e-f_DRXwIA059CmQKfylyw,La Maison,Pottstown,PA,"French, Restaurants"
12555,k2Cw-H-jAEMAEq_Sju5AyA,La Mia Pizzeria,Chadds Ford,PA,"Cheesesteaks, Italian, Pizza, Restaurants"
12562,P8hBv3X10TWZO_LH-dHCbw,La Mini Super Market,Tampa,FL,"Specialty Food, International Grocery, Restaurants, Food, Tacos, Imported Food, Grocery, Fruits & Veggies, Mexican, Delis"
12567,SlZJATE_TGUU8X34UJNi4g,La Mulita,Indianapolis,IN,"Mexican, Burgers, Latin American, Restaurants, Caribbean"
12574,U0IkKH3Ls3pdGXs9RCM-Rg,La Pachanga Restaurant 2,Arnold,MO,"Mexican, Restaurants"
12584,SyVkGrkffjqT6ytdb56vEQ,La Parrilla Steakhouse,Trenton,NJ,"Steakhouses, Barbeque, Latin American, Restaurants"
12591,5TVWytR2oNbSKYgfxypuBw,La Patisserie Chouquette,Saint Louis,MO,"Cafes, Food, Bakeries, Restaurants"
12593,RuLLrymzV6jtHMOhYmUs0Q,La Pelotera Food Truck,Tampa,FL,"Sandwiches, Latin American, Venezuelan, Food Trucks, Yelp Events, Local Flavor, Food, Street Vendors, Restaurants, Grocery"
12661,71UVaCN8AtyovlqoS0Hixg,La Tolteca - Wilmington,Wilmington,DE,"Latin American, Mexican, Restaurants, Tex-Mex"
12667,SJM5bSgqdmAPSiuB4MWNIw,La V Vietnamese Fusion,St. Petersburg,FL,"Sandwiches, Juice Bars & Smoothies, Vietnamese, Asian Fusion, Restaurants, Food"
12677,wqpTOjsmogJy7syELpUE0g,La Virgen De Las Nieves,Philadelphia,PA,"Restaurants, Mexican"
12679,uxaK1Qh2YEmWLbd9ui9FtA,La Vita Pizzeria II,Lumberton,NJ,"Restaurants, Pizza"
12680,aoL_suEE8_QemZwhuTGo7A,La Vita's Pizzeria,Moorestown,NJ,"Restaurants, Italian, Pizza"
12681,P4xcncDtp6dr8ziqHd-mBw,La Voglia Italian Restaurant,Warminster,PA,"Italian, Restaurants"
12711,Zl6sqGgp3X4HAdr9t5BE8g,Ladybird Taco,Nashville,TN,"Mexican, Tacos, Restaurants, Breakfast & Brunch, Coffee & Tea, Food"
12725,l5RR424DtNZg6mDcvrAixw,Lakeview Burgers and Seafood,New Orleans,LA,"Burgers, Restaurants, Cajun/Creole, Seafood"
12735,K9WeFqsGnQXTPFskzYCPAw,Lali Restaurant,Philadelphia,PA,"Seafood, Modern European, Mediterranean, Restaurants"
12736,ZOKOIN-MGeVsWizOsdWQJQ,Lalos Raspados,Tucson,AZ,"Restaurants, American (New)"
12741,OxV4L6Ue7rB9YRtpQtqn9Q,Lambertville House,Lambertville,NJ,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces, American (Traditional), Bed & Breakfast, Restaurants"
12743,DL5IVX_42Ra6DEq5d7NLrw,Lambertville Station Restaurant,Lambertville,NJ,"Party & Event Planning, Hotels & Travel, Hotels, Event Planning & Services, Restaurants, American (Traditional)"
12744,Vjd_xUFQsn5MXc2pNzKKag,Lambertville Station Wine Cellar,Lambertville,NJ,"Beer, Wine & Spirits, Restaurants, Local Flavor, Arts & Entertainment, Nightlife, Wineries, Tapas/Small Plates, Food, Wine Bars, Bars"
